,Geo,Name,Website,Wiki
973,,Krannert Art Museum,http://www.kam.illinois.edu/,/wiki/Krannert_Art_Museum
974,"(Decimal('41.8794444400000003270179149694740772247314453125'), Decimal('-87.6238888900000034709592000581324100494384765625'))",Art Institute of Chicago,http://www.artic.edu/,/wiki/Art_Institute_of_Chicago
975,"(Decimal('41.8971999999999979991116560995578765869140625'), Decimal('-87.6212000000000017507773009128868579864501953125'))","Museum of Contemporary Art, Chicago",https://mcachicago.org/Home,"/wiki/Museum_of_Contemporary_Art,_Chicago"
976,"(Decimal('41.8561619999999976471372065134346485137939453125'), Decimal('-87.6729480000000052086761570535600185394287109375'))",National Museum of Mexican Art,http://www.nationalmuseumofmexicanart.org/,/wiki/National_Museum_of_Mexican_Art
977,"(Decimal('41.9022611099999977568586473353207111358642578125'), Decimal('-87.7033638900000056537464843131601810455322265625'))",National Museum of Puerto Rican Arts and Culture,http://nmprac.org/,/wiki/National_Museum_of_Puerto_Rican_Arts_and_Culture
978,"(Decimal('41.7894444399999969164127833209931850433349609375'), Decimal('-87.5977777800000012575765140354633331298828125'))","Oriental Institute, Chicago",https://oi.uchicago.edu/,"/wiki/Oriental_Institute,_Chicago"
979,,National Veterans Art Museum,http://www.nvam.org/,/wiki/National_Veterans_Art_Museum
980,"(Decimal('41.79350000000000164845914696343243122100830078125'), Decimal('-87.600200000000000954969436861574649810791015625'))",Smart Museum of Art,http://smartmuseum.uchicago.edu/,/wiki/Smart_Museum_of_Art
981,,Ukrainian Institute of Modern Art,http://uima-chicago.org/,/wiki/Ukrainian_Institute_of_Modern_Art
982,,Mary and Leigh Block Museum of Art,http://www.blockmuseum.northwestern.edu/,/wiki/Mary_and_Leigh_Block_Museum_of_Art
983,,Indianapolis Museum of Art,http://www.imamuseum.org/,/wiki/Indianapolis_Museum_of_Art
984,"(Decimal('40.1998999999999995225152815692126750946044921875'), Decimal('-85.4103999999999956571627990342676639556884765625'))",David Owsley Museum of Art Ball State University,http://www.bsu.edu/artmuseum,/wiki/David_Owsley_Museum_of_Art_Ball_State_University
985,,Heartland Artists Gallery (page does not exist),,/w/index.php?title=Heartland_Artists_Gallery&action=edit&redlink=1
986,,Snite Museum of Art,http://sniteartmuseum.nd.edu/,/wiki/Snite_Museum_of_Art
987,"(Decimal('41.5213279999999969049895298667252063751220703125'), Decimal('-90.575919999999996434780769050121307373046875'))",Figge Art Museum,http://www.figgeartmuseum.org/,/wiki/Figge_Art_Museum
988,"(Decimal('41.5833333300000020926745492033660411834716796875'), Decimal('-93.6811111100000033502510632388293743133544921875'))",Des Moines Art Center,http://www.desmoinesartcenter.org/,/wiki/Des_Moines_Art_Center
989,"(Decimal('41.6653000000000020008883439004421234130859375'), Decimal('-91.540199999999998681232682429254055023193359375'))",University of Iowa Museum of Art,https://uima.uiowa.edu/,/wiki/University_of_Iowa_Museum_of_Art
990,"(Decimal('39.8286111099999970974749885499477386474609375'), Decimal('-97.630833330000001524240360595285892486572265625'))",Boyer Gallery,,/wiki/Boyer_Gallery
991,,Spencer Museum of Art,http://www.spencerart.ku.edu/,/wiki/Spencer_Museum_of_Art
992,,Birger Sandzén Memorial Gallery,,/wiki/Birger_Sandz%C3%A9n_Memorial_Gallery
993,"(Decimal('39.18682222000000336947778123430907726287841796875'), Decimal('-96.5788361099999974612728692591190338134765625'))",Marianna Kistler Beach Museum of Art,http://beach.k-state.edu/,/wiki/Marianna_Kistler_Beach_Museum_of_Art
994,,Nerman Museum of Contemporary Art,http://www.nermanmuseum.org/,/wiki/Nerman_Museum_of_Contemporary_Art
995,"(Decimal('37.69500000000000028421709430404007434844970703125'), Decimal('-97.35638889000000517626176588237285614013671875'))",Wichita Art Museum,http://www.wichitaartmuseum.org/,/wiki/Wichita_Art_Museum
996,"(Decimal('38.21786111000000119020114652812480926513671875'), Decimal('-85.760916670000000294749042950570583343505859375'))",Speed Art Museum,http://www.speedmuseum.org/,/wiki/Speed_Art_Museum
997,,Shaw Center for the Arts,http://www.shawcenter.org/,/wiki/Shaw_Center_for_the_Arts
998,"(Decimal('29.94369999999999976125764078460633754730224609375'), Decimal('-90.0713999999999970214048516936600208282470703125'))",Ogden Museum of Southern Art,http://www.ogdenmuseum.org/,/wiki/Ogden_Museum_of_Southern_Art
999,,New Orleans Museum of Art,http://www.noma.org/,/wiki/New_Orleans_Museum_of_Art
1000,,Paul and Lulu Hilliard University Art Museum,http://www.hilliardmuseum.org/,/wiki/Paul_and_Lulu_Hilliard_University_Art_Museum
1001,"(Decimal('43.90827999999999775582182337529957294464111328125'), Decimal('-69.9637100000000060617821873165667057037353515625'))",Bowdoin College Museum of Art,http://www.bowdoin.edu/art-museum,/wiki/Bowdoin_College_Museum_of_Art
1002,"(Decimal('43.6536111099999999396459315903484821319580078125'), Decimal('-70.2622222199999981739892973564565181732177734375'))",Portland Museum of Art,http://www.portlandmuseum.org/,/wiki/Portland_Museum_of_Art
1003,,Ogunquit Museum of American Art,http://www.ogunquitmuseum.org/,/wiki/Ogunquit_Museum_of_American_Art
1004,"(Decimal('44.10349999999999681676854379475116729736328125'), Decimal('-69.10980000000000700310920365154743194580078125'))",Farnsworth Art Museum,http://www.farnsworthmuseum.org/,/wiki/Farnsworth_Art_Museum
1005,"(Decimal('44.18753000000000241698216996155679225921630859375'), Decimal('-69.0703299999999984493115334771573543548583984375'))",Center for Maine Contemporary Art,http://cmcanow.org/,/wiki/Center_for_Maine_Contemporary_Art
1006,"(Decimal('44.56499999999999772626324556767940521240234375'), Decimal('-69.66083333000000266110873781144618988037109375'))",Colby College Museum of Art,http://www.colby.edu/museum,/wiki/Colby_College_Museum_of_Art
1007,"(Decimal('39.28027777999999869962266529910266399383544921875'), Decimal('-76.606944440000006579793989658355712890625'))",American Visionary Art Museum,http://avam.org/,/wiki/American_Visionary_Art_Museum
1008,"(Decimal('39.32611110999999937121174298226833343505859375'), Decimal('-76.619166669999998475759639404714107513427734375'))",Baltimore Museum of Art,http://www.artbma.org/,/wiki/Baltimore_Museum_of_Art
1009,"(Decimal('39.29666667000000046527929953299462795257568359375'), Decimal('-76.6161111100000056239878176711499691009521484375'))",Walters Art Museum,http://thewalters.org/,/wiki/Walters_Art_Museum
1010,"(Decimal('42.37089999999999889723767410032451152801513671875'), Decimal('-72.515500000000002955857780762016773223876953125'))",Mead Art Museum,,/wiki/Mead_Art_Museum
1011,,University Museum of Contemporary Art,https://fac.umass.edu/UMCA/Online/,/wiki/University_Museum_of_Contemporary_Art
1012,"(Decimal('42.3211000000000012732925824820995330810546875'), Decimal('-72.5330000000000012505552149377763271331787109375'))",Eric Carle Museum of Picture Book Art,http://www.carlemuseum.org/,/wiki/Eric_Carle_Museum_of_Picture_Book_Art
1013,"(Decimal('42.64861110999999738169208285398781299591064453125'), Decimal('-71.133333329999999250503606162965297698974609375'))",Addison Gallery of American Art,http://addison.andover.edu/,/wiki/Addison_Gallery_of_American_Art
1014,"(Decimal('42.33916666999999733889126218855381011962890625'), Decimal('-71.0941666700000070022724685259163379669189453125'))",Boston Museum of Fine Arts,http://www.mfa.org/,/wiki/Boston_Museum_of_Fine_Arts
1015,,Isabella Stewart Gardner Museum,http://www.gardnermuseum.org/,/wiki/Isabella_Stewart_Gardner_Museum
1016,,"Institute of Contemporary Art, Boston",https://www.icaboston.org/,"/wiki/Institute_of_Contemporary_Art,_Boston"
1017,"(Decimal('42.3352000000000003865352482534945011138916015625'), Decimal('-71.16960000000000263753463514149188995361328125'))",McMullen Museum of Art,,/wiki/McMullen_Museum_of_Art
1018,"(Decimal('42.24802600000000296631696983240544795989990234375'), Decimal('-71.172968999999994821337168104946613311767578125'))",Museum of Bad Art,http://www.museumofbadart.org/,/wiki/Museum_of_Bad_Art
1019,"(Decimal('42.1026111099999980069696903228759765625'), Decimal('-71.0453611100000017586353351362049579620361328125'))",Fuller Craft Museum,http://www.fullercraft.org/,/wiki/Fuller_Craft_Museum
1020,,Harvard Art Museums,http://harvardartmuseums.org/,/wiki/Harvard_Art_Museums
1021,"(Decimal('42.3607999999999975671016727574169635772705078125'), Decimal('-71.0876999999999981127984938211739063262939453125'))",List Visual Arts Center,,/wiki/List_Visual_Arts_Center
1022,,Peabody Museum of Archaeology and Ethnology,https://www.peabody.harvard.edu/,/wiki/Peabody_Museum_of_Archaeology_and_Ethnology
1023,"(Decimal('42.41577499999999645297066308557987213134765625'), Decimal('-71.6834722199999987424234859645366668701171875'))","Museum of Russian Icons (Clinton, Massachusetts)",http://museumofrussianicons.org/,"/wiki/Museum_of_Russian_Icons_(Clinton,_Massachusetts)"
1024,"(Decimal('41.74035400000000350928530679084360599517822265625'), Decimal('-70.1899120000000067420842242427170276641845703125'))",Cape Cod Museum of Art,http://www.ccmoa.org/,/wiki/Cape_Cod_Museum_of_Art
1025,"(Decimal('42.0439999999999969304553815163671970367431640625'), Decimal('-70.68729999999999336068867705762386322021484375'))",Art Complex Museum,,/wiki/Art_Complex_Museum
1026,,Fitchburg Art Museum,http://www.fitchburgartmuseum.org/,/wiki/Fitchburg_Art_Museum
1027,,Danforth Museum,http://www.danforthart.org/,/wiki/Danforth_Museum
1028,"(Decimal('42.615029829999997446066117845475673675537109375'), Decimal('-70.6620088300000048775473260320723056793212890625'))",Cape Ann Museum,,/wiki/Cape_Ann_Museum
1029,"(Decimal('42.4936111100000033502510632388293743133544921875'), Decimal('-71.6130555600000064941923483274877071380615234375'))",Fruitlands Museum,,/wiki/Fruitlands_Museum
1030,"(Decimal('42.34878400000000198133420781232416629791259765625'), Decimal('-73.2996389999999991005097399465739727020263671875'))",Frelinghuysen Morris House and Studio,http://www.frelinghuysen.org/,/wiki/Frelinghuysen_Morris_House_and_Studio
1031,,DeCordova Museum and Sculpture Park,http://www.decordova.org/,/wiki/DeCordova_Museum_and_Sculpture_Park
1032,"(Decimal('42.70138888999999693396603106521070003509521484375'), Decimal('-73.11638888999999608131474815309047698974609375'))",Massachusetts Museum of Contemporary Art,http://www.massmoca.org/,/wiki/Massachusetts_Museum_of_Contemporary_Art
1033,"(Decimal('42.3188760000000030458977562375366687774658203125'), Decimal('-72.63614599999999654755811206996440887451171875'))",Smith College Museum of Art,http://www.smith.edu/artmuseum/,/wiki/Smith_College_Museum_of_Art
1034,"(Decimal('42.05639999999999645297066308557987213134765625'), Decimal('-70.1794000000000011141310096718370914459228515625'))",Provincetown Art Association and Museum,https://www.paam.org/,/wiki/Provincetown_Art_Association_and_Museum
1035,,Peabody Essex Museum,http://www.pem.org/,/wiki/Peabody_Essex_Museum
1036,"(Decimal('42.2567999999999983629095368087291717529296875'), Decimal('-72.57269999999999754436430521309375762939453125'))",Mount Holyoke College Art Museum,,/wiki/Mount_Holyoke_College_Art_Museum
1037,"(Decimal('42.103611110000002781816874630749225616455078125'), Decimal('-72.5852777799999984154055709950625896453857421875'))",George Walter Vincent Smith Art Museum,,/wiki/George_Walter_Vincent_Smith_Art_Museum
1038,"(Decimal('42.103611110000002781816874630749225616455078125'), Decimal('-72.5852777799999984154055709950625896453857421875'))",Michele & Donald D'Amour Museum of Fine Arts,,/wiki/Michele_%26_Donald_D%27Amour_Museum_of_Fine_Arts
1039,,Chesterwood (Massachusetts),,/wiki/Chesterwood_(Massachusetts)
1040,"(Decimal('42.28790000000000048885340220294892787933349609375'), Decimal('-73.3358999999999952024154481478035449981689453125'))",Norman Rockwell Museum,http://www.nrm.org/,/wiki/Norman_Rockwell_Museum
1041,"(Decimal('42.365611110000003236564225517213344573974609375'), Decimal('-71.2625555599999955802559270523488521575927734375'))",Rose Art Museum,http://www.brandeis.edu/rose/,/wiki/Rose_Art_Museum
1042,"(Decimal('42.29371900000000294994606520049273967742919921875'), Decimal('-71.3072750000000041836756281554698944091796875'))",Davis Museum and Cultural Center,,/wiki/Davis_Museum_and_Cultural_Center
1043,"(Decimal('42.333202999999997473423718474805355072021484375'), Decimal('-73.369314000000002806700649671256542205810546875'))",Turn Park Art Space,https://www.turnpark.com/,/wiki/Turn_Park_Art_Space
1044,"(Decimal('42.7077777800000006891423254273831844329833984375'), Decimal('-73.2136111100000022133826860226690769195556640625'))",Clark Art Institute,http://clarkart.edu/,/wiki/Clark_Art_Institute
1045,,Williams College Museum of Art,http://wcma.williams.edu/,/wiki/Williams_College_Museum_of_Art
1046,,Worcester Art Museum,http://www.worcesterart.org/,/wiki/Worcester_Art_Museum
1047,,University of Michigan Museum of Art,http://www.umma.umich.edu/,/wiki/University_of_Michigan_Museum_of_Art
1048,"(Decimal('42.35929166999999750942151877097785472869873046875'), Decimal('-83.06479722000000265325070358812808990478515625'))",Detroit Institute of Arts,http://www.dia.org/,/wiki/Detroit_Institute_of_Arts
1049,"(Decimal('42.567611110000001417574821971356868743896484375'), Decimal('-83.243583330000006981208571232855319976806640625'))",Cranbrook Educational Community,,/wiki/Cranbrook_Educational_Community
1050,"(Decimal('42.965000000000003410605131648480892181396484375'), Decimal('-85.67140000000000554791768081486225128173828125'))",Grand Rapids Art Museum,http://www.artmuseumgr.org/,/wiki/Grand_Rapids_Art_Museum
1051,,Eli and Edythe Broad Art Museum,http://broadmuseum.msu.edu/,/wiki/Eli_and_Edythe_Broad_Art_Museum
1052,,Duluth Art Institute,,/wiki/Duluth_Art_Institute
1053,,Tweed Museum of Art,http://www.d.umn.edu/tma,/wiki/Tweed_Museum_of_Art
1054,"(Decimal('44.9691720000000003665263648144900798797607421875'), Decimal('-93.242176000000000612999428994953632354736328125'))",Katherine E. Nash Gallery,,/wiki/Katherine_E._Nash_Gallery
1055,"(Decimal('44.95861110999999965542883728630840778350830078125'), Decimal('-93.2741666699999996126280166208744049072265625'))",Minneapolis Institute of Art,http://www.artsmia.org/,/wiki/Minneapolis_Institute_of_Art
1056,"(Decimal('44.97027778000000353131326846778392791748046875'), Decimal('-93.2888888899999955128805595450103282928466796875'))",Minneapolis Sculpture Garden,,/wiki/Minneapolis_Sculpture_Garden
1057,"(Decimal('44.90333333000000237689164350740611553192138671875'), Decimal('-93.2758333299999975452010403387248516082763671875'))",The Museum of Russian Art,http://tmora.org/,/wiki/The_Museum_of_Russian_Art
1058,"(Decimal('44.96805556000000336780431098304688930511474609375'), Decimal('-93.288611110000005055553629063069820404052734375'))",Walker Art Center,http://walkerart.org/,/wiki/Walker_Art_Center
1059,"(Decimal('44.9727777800000012575765140354633331298828125'), Decimal('-93.2380555600000064941923483274877071380615234375'))",Weisman Art Museum,http://wam.umn.edu/,/wiki/Weisman_Art_Museum
1060,,Rochester Art Center,http://www.rochesterartcenter.org/,/wiki/Rochester_Art_Center
1061,"(Decimal('44.94222221999999788977220305241644382476806640625'), Decimal('-93.190833330000003797977115027606487274169921875'))",American Museum of Asmat Art,http://art.stthomas.edu/asmat/amaaust,/wiki/American_Museum_of_Asmat_Art
1062,"(Decimal('44.94724999999999681676854379475116729736328125'), Decimal('-93.0895189999999956853571347892284393310546875'))",Minnesota Museum of American Art,http://www.mmaa.org/,/wiki/Minnesota_Museum_of_American_Art
1063,"(Decimal('44.058999999999997498889570124447345733642578125'), Decimal('-91.6569999999999964757080306299030780792236328125'))",Minnesota Marine Art Museum,http://www.mmam.org/,/wiki/Minnesota_Marine_Art_Museum
1064,"(Decimal('39.044972999999998819475877098739147186279296875'), Decimal('-94.58100899999999455758370459079742431640625'))",Nelson-Atkins Museum of Art,http://www.nelson-atkins.org/,/wiki/Nelson-Atkins_Museum_of_Art
1065,"(Decimal('39.0463888900000029025250114500522613525390625'), Decimal('-94.5852777799999984154055709950625896453857421875'))",Kemper Museum of Contemporary Art,,/wiki/Kemper_Museum_of_Contemporary_Art
1066,"(Decimal('38.63944443999999833749825484119355678558349609375'), Decimal('-90.294444440000006579793989658355712890625'))",Saint Louis Art Museum,http://www.slam.org/,/wiki/Saint_Louis_Art_Museum
1067,,Great Plains Art Museum,http://www.unl.edu/plains/great-plains-art-museum,/wiki/Great_Plains_Art_Museum
1068,,Lentz Center for Asian Culture,http://www.unl.edu/lentz,/wiki/Lentz_Center_for_Asian_Culture
1069,"(Decimal('40.81750000000000255795384873636066913604736328125'), Decimal('-96.704444440000003169188858009874820709228515625'))",Sheldon Museum of Art,http://sheldonartgallery.org/,/wiki/Sheldon_Museum_of_Art
1070,,Bemis Center for Contemporary Arts,http://bemiscenter.org/,/wiki/Bemis_Center_for_Contemporary_Arts
1071,,Joslyn Art Museum,http://joslyn.org/,/wiki/Joslyn_Art_Museum
1072,"(Decimal('39.70255999999999829697117093019187450408935546875'), Decimal('-75.11070300000000088402885012328624725341796875'))",Heritage Glass Museum,,/wiki/Heritage_Glass_Museum
1073,"(Decimal('40.73709999999999809006112627685070037841796875'), Decimal('-74.0704999999999955662133288569748401641845703125'))",Mana Contemporary,http://www.manacontemporary.com/,/wiki/Mana_Contemporary
1074,"(Decimal('40.71583333000000237689164350740611553192138671875'), Decimal('-74.0400000000000062527760746888816356658935546875'))",Museum of Russian Art,http://www.moramuseum.org/,/wiki/Museum_of_Russian_Art
1075,"(Decimal('40.81861110999999908699464867822825908660888671875'), Decimal('-74.2241666700000024547989596612751483917236328125'))",Montclair Art Museum,http://www.montclairartmuseum.org/,/wiki/Montclair_Art_Museum
1076,"(Decimal('40.74265100000000217050910578109323978424072265625'), Decimal('-74.1717790000000007921698852442204952239990234375'))",Newark Museum,http://www.newarkmuseum.org/,/wiki/Newark_Museum
1077,"(Decimal('40.499899999999996680344338528811931610107421875'), Decimal('-74.4458000000000055251803132705390453338623046875'))",Zimmerli Art Museum at Rutgers University,http://www.zimmerlimuseum.rutgers.edu/,/wiki/Zimmerli_Art_Museum_at_Rutgers_University
1078,"(Decimal('40.34719444000000265759808826260268688201904296875'), Decimal('-74.6580277799999976195977069437503814697265625'))",Princeton University Art Museum,http://artmuseum.princeton.edu/,/wiki/Princeton_University_Art_Museum
1079,"(Decimal('43.70222222000000300567990052513778209686279296875'), Decimal('-72.288055560000003652021405287086963653564453125'))",Hood Museum of Art,http://hoodmuseum.dartmouth.edu/,/wiki/Hood_Museum_of_Art
1080,"(Decimal('42.99777777999999983649104251526296138763427734375'), Decimal('-71.4558333300000043664113036356866359710693359375'))",Currier Museum of Art,http://www.currier.org/,/wiki/Currier_Museum_of_Art
1081,,Albany Institute of History & Art,http://www.albanyinstitute.org/,/wiki/Albany_Institute_of_History_%26_Art
1082,"(Decimal('41.49970799999999826468410901725292205810546875'), Decimal('-73.9824839999999994688550941646099090576171875'))",Dia:Beacon,,/wiki/Dia:Beacon
1083,"(Decimal('42.9324500000000028876456781290471553802490234375'), Decimal('-78.87563000000000101863406598567962646484375'))",Albright-Knox Art Gallery,,/wiki/Albright-Knox_Art_Gallery
1084,"(Decimal('42.907499999999998863131622783839702606201171875'), Decimal('-74.5719166699999931324782664887607097625732421875'))",Arkell Museum,http://www.arkellmuseum.org/,/wiki/Arkell_Museum
1085,,Fenimore Art Museum,http://www.fenimoreartmuseum.org/,/wiki/Fenimore_Art_Museum
1086,,Corning Museum of Glass,http://www.cmog.org/,/wiki/Corning_Museum_of_Glass
1087,"(Decimal('42.1427800000000019053914002142846584320068359375'), Decimal('-77.052899999999993951860233210027217864990234375'))",Rockwell Museum,http://rockwellmuseum.org/,/wiki/Rockwell_Museum
1088,"(Decimal('42.090789999999998372004483826458454132080078125'), Decimal('-76.8025099999999980582288117147982120513916015625'))",Arnot Art Museum,http://www.arnotartmuseum.org/,/wiki/Arnot_Art_Museum
1089,"(Decimal('43.31027777999999983649104251526296138763427734375'), Decimal('-73.6344444399999957795444061048328876495361328125'))",Hyde Collection,,/wiki/Hyde_Collection
1090,"(Decimal('40.8748611099999976659091771580278873443603515625'), Decimal('-73.42180555999999569394276477396488189697265625'))",Heckscher Museum of Art,http://www.heckscher.org/,/wiki/Heckscher_Museum_of_Art
1091,"(Decimal('42.450839999999999463398125953972339630126953125'), Decimal('-76.4864630000000005338733899407088756561279296875'))",Herbert F. Johnson Museum of Art,http://museum.cornell.edu/,/wiki/Herbert_F._Johnson_Museum_of_Art
1092,"(Decimal('41.42513999999999896317603997886180877685546875'), Decimal('-74.0592999999999932470018393360078334808349609375'))",Storm King Art Center,https://stormking.org/,/wiki/Storm_King_Art_Center
1093,"(Decimal('40.78297500000000042064129956997931003570556640625'), Decimal('-73.958991999999994959580362774431705474853515625'))",Solomon R. Guggenheim Museum,http://www.guggenheim.org/new-york,/wiki/Solomon_R._Guggenheim_Museum
1094,"(Decimal('40.77940000000000253521648119203746318817138671875'), Decimal('-73.96309999999999718056642450392246246337890625'))",Metropolitan Museum of Art,http://www.metmuseum.org/,/wiki/Metropolitan_Museum_of_Art
1095,"(Decimal('40.76148400000000293630364467389881610870361328125'), Decimal('-73.977664000000004307366907596588134765625'))",Museum of Modern Art,http://www.moma.org/,/wiki/Museum_of_Modern_Art
1096,"(Decimal('40.73960000000000292175172944553196430206298828125'), Decimal('-74.0088999999999970214048516936600208282470703125'))",Whitney Museum of American Art,http://whitney.org/,/wiki/Whitney_Museum_of_American_Art
1097,"(Decimal('40.67130556000000041194653022103011608123779296875'), Decimal('-73.9637500000000045474735088646411895751953125'))",Brooklyn Museum,,/wiki/Brooklyn_Museum
1098,"(Decimal('40.77120000000000032969182939268648624420166015625'), Decimal('-73.967299999999994497557054273784160614013671875'))",Frick Collection,http://www.frick.org/,/wiki/Frick_Collection
1099,"(Decimal('40.74880277999999833582478458993136882781982421875'), Decimal('-73.98155556000000387939508073031902313232421875'))",The Morgan Library & Museum,http://www.themorgan.org/,/wiki/The_Morgan_Library_%26_Museum
1100,"(Decimal('40.86480000000000245563569478690624237060546875'), Decimal('-73.9318999999999988403942552395164966583251953125'))",The Cloisters,http://metmuseum.org/visit/met-cloisters,/wiki/The_Cloisters
1101,"(Decimal('40.72500000000000142108547152020037174224853515625'), Decimal('-74.004805559999994102327036671340465545654296875'))",Dahesh Museum of Art,http://daheshmuseum.org/,/wiki/Dahesh_Museum_of_Art
1102,,Asia Society,http://www.asiasociety.org/,/wiki/Asia_Society
1103,,Neue Galerie,http://www.neuegalerie.org/,/wiki/Neue_Galerie
1104,"(Decimal('40.83352099999999751389623270370066165924072265625'), Decimal('-73.9465139999999934161678538657724857330322265625'))",Hispanic Society of America,http://www.hispanicsociety.org/,/wiki/Hispanic_Society_of_America
1105,"(Decimal('40.79249999999999687361196265555918216705322265625'), Decimal('-73.951944440000005442925612442195415496826171875'))",Museum of the City of New York,,/wiki/Museum_of_the_City_of_New_York
1106,"(Decimal('40.78439999999999798774297232739627361297607421875'), Decimal('-73.958200000000005047695594839751720428466796875'))",Cooper-Hewitt Museum,http://www.cooperhewitt.org/,/wiki/Cooper-Hewitt_Museum
1107,,New Museum of Contemporary Art,http://www.newmuseum.org/,/wiki/New_Museum_of_Contemporary_Art
1108,,Rubin Museum of Art,http://rubinmuseum.org/,/wiki/Rubin_Museum_of_Art
1109,,P.S.1 Contemporary Art Center,http://www.momaps1.org/,/wiki/P.S.1_Contemporary_Art_Center
1110,"(Decimal('40.57631389000000154965164256282150745391845703125'), Decimal('-74.1383472199999999929787009023129940032958984375'))",Jacques Marchais Museum of Tibetan Art,http://www.tibetanmuseum.org/,/wiki/Jacques_Marchais_Museum_of_Tibetan_Art
1111,"(Decimal('40.74777777999999983649104251526296138763427734375'), Decimal('-74.0069444399999980532811605371534824371337890625'))",Dia Art Foundation,http://www.diaart.org/,/wiki/Dia_Art_Foundation
1112,"(Decimal('41.6861999999999994770405464805662631988525390625'), Decimal('-73.89740000000000463842297904193401336669921875'))",Frances Lehman Loeb Art Center,http://fllac.vassar.edu/,/wiki/Frances_Lehman_Loeb_Art_Center
1113,,Memorial Art Gallery,http://mag.rochester.edu/,/wiki/Memorial_Art_Gallery
1114,,Parrish Art Museum,http://www.parrishart.org/,/wiki/Parrish_Art_Museum
1115,"(Decimal('43.04473200000000332465788233093917369842529296875'), Decimal('-76.146848000000005640686140395700931549072265625'))",Everson Museum of Art,http://www.everson.org/,/wiki/Everson_Museum_of_Art
1116,"(Decimal('43.0969444400000014638862921856343746185302734375'), Decimal('-75.24138888999999608131474815309047698974609375'))",Munson-Williams-Proctor Arts Institute,,/wiki/Munson-Williams-Proctor_Arts_Institute
1117,"(Decimal('35.59440000000000026147972675971686840057373046875'), Decimal('-82.5510000000000019326762412674725055694580078125'))",Asheville Art Museum,,/wiki/Asheville_Art_Museum
1118,,Folk Art Center,,/wiki/Folk_Art_Center
1119,,Ackland Art Museum,http://www.ackland.org/,/wiki/Ackland_Art_Museum
1120,"(Decimal('35.22440000000000281943357549607753753662109375'), Decimal('-80.8473000000000041609382606111466884613037109375'))",Bechtler Museum of Modern Art,http://www.bechtler.org/,/wiki/Bechtler_Museum_of_Modern_Art
1121,"(Decimal('35.1974129999999973961166688241064548492431640625'), Decimal('-80.814696999999995341568137519061565399169921875'))",Mint Museum of Art,http://www.mintmuseum.org/,/wiki/Mint_Museum_of_Art
1122,"(Decimal('35.9990638900000021749292500317096710205078125'), Decimal('-78.9290527800000063507468439638614654541015625'))",Nasher Museum of Art,http://www.nasher.duke.edu/,/wiki/Nasher_Museum_of_Art
1123,"(Decimal('36.0661199999999979581843945197761058807373046875'), Decimal('-79.8058300000000002683009370230138301849365234375'))",Weatherspoon Art Museum,,/wiki/Weatherspoon_Art_Museum
1124,"(Decimal('35.81000000000000227373675443232059478759765625'), Decimal('-78.703000000000002955857780762016773223876953125'))",North Carolina Museum of Art,http://ncartmuseum.org/,/wiki/North_Carolina_Museum_of_Art
1125,,Contemporary Art Museum of Raleigh,,/wiki/Contemporary_Art_Museum_of_Raleigh
1126,"(Decimal('36.12570000000000192130755749531090259552001953125'), Decimal('-80.2828999999999979308995534665882587432861328125'))",Reynolda House Museum of American Art,http://reynoldahouse.org/,/wiki/Reynolda_House_Museum_of_American_Art
1127,"(Decimal('46.89478333000000276342689176090061664581298828125'), Decimal('-102.78348889000000099258613772690296173095703125'))",Dickinson Museum Center,http://dickinsonmuseumcenter.com/,/wiki/Dickinson_Museum_Center
1128,"(Decimal('46.87683200000000027785063139162957668304443359375'), Decimal('-96.7921850000000034697222872637212276458740234375'))",Plains Art Museum,,/wiki/Plains_Art_Museum
1129,"(Decimal('47.91902778000000040492523112334311008453369140625'), Decimal('-97.07377778000000034808181226253509521484375'))",North Dakota Museum of Art,,/wiki/North_Dakota_Museum_of_Art
1130,"(Decimal('48.23660000000000280806489172391593456268310546875'), Decimal('-101.29279999999999972715158946812152862548828125'))",Taube Museum of Art,http://www.taubemuseum.org/,/wiki/Taube_Museum_of_Art
1131,"(Decimal('39.1146370000000018762875697575509548187255859375'), Decimal('-84.4969650000000029876900953240692615509033203125'))",Cincinnati Art Museum,http://www.cincinnatiartmuseum.org/,/wiki/Cincinnati_Art_Museum
1132,"(Decimal('39.1029089999999968085830914787948131561279296875'), Decimal('-84.5122429999999980054781190119683742523193359375'))",Contemporary Arts Center,http://www.contemporaryartscenter.org/,/wiki/Contemporary_Arts_Center
1133,"(Decimal('39.10249999999999914734871708787977695465087890625'), Decimal('-84.503333330000003797977115027606487274169921875'))",Taft Museum of Art,,/wiki/Taft_Museum_of_Art
1134,"(Decimal('41.50888889000000148143953992985188961029052734375'), Decimal('-81.611666670000005296969902701675891876220703125'))",Cleveland Museum of Art,http://www.clevelandart.org/,/wiki/Cleveland_Museum_of_Art
1135,"(Decimal('39.96416666999999733889126218855381011962890625'), Decimal('-82.9877777800000018260107026435434818267822265625'))",Columbus Museum of Art,http://www.columbusmuseum.org/,/wiki/Columbus_Museum_of_Art
1136,"(Decimal('40.00018800000000140926204039715230464935302734375'), Decimal('-83.009442000000007055859896354377269744873046875'))",Wexner Center,,/wiki/Wexner_Center
